ID,Response Status,Participant Type,Q1_6_TEXT,Q4,"For those who answered Q4, do they know which app store they are using?",Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_7,Q8_8,Q8_9,Q8_10,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_11,Q11_12,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q15_22,Q15_23,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29.1,Q29.2,Q29.3,Q29.4,Q29.5,Q29.6,Q29.7,Q29.8,Q29.9,Q29.10,Q29.11,Q29.12,Q29.13,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10
5851,1,2,1,3,1,5,1,,1,,,1,,,,,,,1,1,1,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,,,1,1,1,,1,,,,,,,,,,,,,,,1,,,1,1,,,,1,23,2,3,2,8,2,2,11,2,1,17,2,,2,,,,,,,,,,,,7,6,7,1,7,7,5,1,1,1
5852,1,2,1,6,1,5,1,,1,,1,1,,,,1,,,,1,1,,,,,,,1,1,1,,,,,,1,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,1,,,1,,,,,,1,,,,1,,,,,,1,,,,,1,,1,,,,1,,,,,,,,1,36,6,12,10,10,3,5,18,2,1,4,9,,,,,,,,,7,,,,,3,1,7,3,7,7,7,3,7,5
5853,1,2,0,1,1,5,2,,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,55,3,10,8,4,4,7,20,2,1,7,6,,,,,,5,,,,,,,,6,5,5,3,6,5,4,2,5,2
5854,1,2,1,3,2,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,,1,,1,1,,1,1,,,,,1,,1,,,,,1,,,,,1,,,,1,,1,,2,39,3,5,3,2,4,2,14,2,1,17,4,,,,6,,,,,,,,,,4,4,7,3,4,6,7,2,5,6
5855,1,2,1,3,1,6,2,,1,,,1,,,,,,,1,,,,1,,,,1,1,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,1,,,1,,,,,,1,,,,1,38,3,1,16,10,3,5,24,2,1,12,12,,,,,,,,,,,,4,,7,1,7,1,7,7,4,1,7,2
5856,1,2,1,3,2,1,1,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,16,2,4,14,1,4,2,11,2,4,24,3,,,12,,,,,,,,,,,4,2,6,4,6,6,7,4,6,6
5857,1,2,1,2,1,5,1,,1,1,1,1,,1,,,1,,1,,,,1,,1,,1,,,1,1,,,,,,,1,,,,1,1,,,,1,,1,,,,,,1,,,,,,,,,1,,1,1,,,1,1,,,1,,,,,1,1,,,1,,,,,,,,,,,1,,1,,,,1,,,1,,,,,2,38,3,5,3,1,4,3,19,2,5,8,4,,,,5,,,,,,,,,,5,3,6,4,6,5,6,2,5,2
5858,1,2,1,4,2,2,1,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,1,,1,,1,,,,1,,,1,1,,1,,1,70,3,12,10,10,3,5,17,2,8,4,9,,,,,,,,,7,,,,,6,3,7,3,6,7,7,6,6,7
5860,1,2,0,3,1,7,2,,,1,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,2,18,2,14,11,6,1,2,14,2,4,24,11,,,,,,,,,,,12,,,6,1,5,2,5,2,7,2,6,1
5862,1,2,1,4,1,2,1,,1,1,1,1,,,,,,1,,,,,,,,1,,,,,1,,,,,1,,1,1,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,1,,1,1,,1,,,,,,1,,,1,,,,1,,,,1,,,,,,1,,2,17,2,3,2,8,3,2,13,2,2,3,2,,3,,,,,,,,,,,,5,4,4,5,5,3,3,4,1,2
5864,1,2,1,1,1,6,2,,,1,1,1,,,,,,,1,,,,1,1,,,1,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,,,1,1,,,,1,,,1,,,,1,,1,1,1,,1,,1,37,7,12,10,10,3,5,23,2,1,19,9,,,,,,,,,9,,,,,6,5,7,5,7,5,7,2,6,1
5866,1,2,0,3,1,5,2,,1,1,,,,,,,,1,1,,,,,,1,,,1,,1,1,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,1,,,,1,1,1,,,,,1,,,,,,1,,,,,,1,,,,1,,1,,1,38,1,5,3,1,4,5,25,2,1,1,4,,,,6,,,,,,,,,,7,3,6,4,5,5,6,3,5,2
5867,1,2,1,3,2,2,1,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,1,,,,,,,,,1,,1,,1,80,3,1,15,1,4,5,16,1,8,10,12,,,,,,,,,,,,5,,7,1,5,4,6,2,7,1,7,1
5868,1,2,1,1,1,4,1,,1,,1,,,,,,,1,,1,,,1,,,,,,1,1,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,1,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,1,1,1,,,,1,,,1,1,1,,,2,28,3,5,3,1,4,5,18,2,1,6,4,,,,5,,,,,,,,,,6,4,5,6,5,2,3,5,1,4
5869,1,2,0,1,1,6,2,,,1,,,,,,,,1,,,,,1,,,,,,,,1,,1,,,1,,1,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,1,,1,1,,,,,,,,,1,,,,1,,,,1,,,,,,1,,2,17,1,3,2,8,7,2,11,2,4,24,2,,1,,,,,,,,,,,,1,4,1,5,4,4,1,7,4,7
5870,1,2,1,1,1,5,2,,,,1,1,,,,1,,1,1,,,,,,,,,1,,1,,,,,,,,1,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,,,,1,,,,,1,,,1,,,,1,1,1,,,1,,1,1,,,,,2,22,1,5,3,1,4,2,14,2,1,19,4,,,,12,,,,,,,,,,4,5,5,6,5,4,5,6,4,4
5874,1,2,1,3,1,2,1,,,,,1,,,,,,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,1,,1,,,,1,,,1,,,,,2,37,2,8,6,3,7,7,26,2,3,10,6,,,,,,7,,,,,,,,2,3,6,2,6,5,5,2,5,4
5875,1,2,1,4,1,3,2,,,,,1,,1,,,,1,,,,,1,,,,1,1,,,,,1,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,1,,,,,1,1,1,1,,1,1,,1,,1,,,,1,,,1,,,1,1,,1,1,1,1,,1,30,2,13,12,9,4,3,18,2,1,21,10,,,,,,,,,,12,,,,5,2,6,1,6,4,6,2,4,2
5876,1,2,1,4,1,2,1,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,23,2,9,7,1,1,6,20,2,1,3,7,,,,,,,7,,,,,,,3,2,2,3,2,1,2,2,1,5
5878,1,2,1,1,1,8,5,,,1,1,1,,,,1,,1,1,,,,1,1,,,1,1,,,,1,,1,,,1,,,,,1,1,,,,1,,,,,1,,,,,1,1,,,,,,1,,,1,,,1,,1,,,,1,,,,,,1,1,,,,,,,1,1,1,,,,,,,1,1,,1,1,1,,1,,1,27,3,12,10,10,3,6,25,2,1,11,9,,,,,,,,,10,,,,,5,5,6,4,4,5,5,2,6,3
5879,1,2,1,3,1,3,1,,1,1,1,1,,,,1,1,,1,,,,,,1,,1,1,,1,,1,,,,1,,1,,,,1,,1,,,1,1,,,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,,,,1,,,,,,,1,,1,,1,,,,,,,,1,26,1,12,10,10,7,5,18,2,3,9,9,,,,,,,,,12,,,,,4,7,7,7,7,5,7,6,6,1
5880,1,2,0,3,1,6,2,,,,1,,,,,,1,,1,1,1,,,,1,,,1,1,,,,1,,,1,,1,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,1,,1,1,,,,,,,,,,1,1,,,1,,,,,1,,,,,,1,,,,1,,,1,,,,,1,29,2,9,7,11,1,5,15,2,3,2,7,,,,,,,8,,,,,,,5,2,6,3,5,7,5,6,6,3
5881,1,2,1,3,2,1,1,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,1,1,,1,,1,16,2,15,13,10,4,2,11,2,4,24,6,,,,,,5,,,,,,,,3,2,7,1,1,6,6,1,7,2
5883,1,2,1,3,1,3,3,1,,1,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,1,,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,2,22,1,13,12,9,7,4,12,2,1,21,10,,,,,,,,,,1,,,,3,1,5,4,4,5,6,3,5,3
5884,1,2,1,5,2,3,1,,,1,1,,,1,,,,1,1,,,,1,,1,1,1,,1,1,1,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,1,1,,1,1,,,1,1,1,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,2,16,2,4,14,1,4,2,12,2,6,13,3,,,12,,,,,,,,,,,1,1,5,5,5,5,1,5,2,1
5885,1,2,1,3,1,3,1,,1,,,,,1,,1,1,,,,1,,,,1,,1,1,,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,1,,1,,1,,,,1,,1,,1,24,2,15,13,11,6,4,15,2,4,24,6,,,,,,8,,,,,,,,7,3,5,2,6,1,7,4,2,1
5887,1,2,1,3,1,8,6,,1,1,1,,,1,,,1,,1,1,1,,1,,1,1,1,1,1,,1,,,,,1,,1,1,,1,1,1,,,1,,1,1,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,,,,,1,1,1,1,1,,1,,,,,1,,1,,1,,1,,1,,1,,1,,,1,1,,1,24,2,3,2,8,5,2,13,2,1,16,2,,2,,,,,,,,,,,,7,6,6,1,7,4,7,4,7,1
5888,1,2,1,1,1,5,2,1,1,1,1,1,,1,,1,,1,,,,,,1,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,,1,,,,,1,,1,,,,,,,,,1,,,,,,,1,,,,1,,1,,1,,,1,1,1,1,1,,1,1,,,1,1,,1,1,,1,,1,16,1,3,2,8,5,5,12,2,4,24,2,,2,,,,,,,,,,,,7,3,7,6,4,3,7,3,2,2
5889,1,2,1,5,1,6,2,,1,,,1,,,,,,1,,1,,,,,,,,1,,1,,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,,,1,,,,,1,,,,,,,,,1,,,1,1,1,,,,,,,,,,1,,,1,,,,,2,49,3,10,8,4,4,3,15,2,6,8,6,,,,,,3,,,,,,,,7,2,7,4,7,7,7,2,4,2
5890,1,2,1,2,1,3,2,,1,,,1,,,1,1,,1,,,,,1,1,,1,1,1,,1,1,,1,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,1,1,,,1,,,,,,,1,,,,,1,1,1,,,1,,,,,,1,,2,16,2,4,14,1,4,2,11,2,4,13,3,,,2,,,,,,,,,,,5,4,5,6,4,4,5,2,4,2
5892,1,2,1,2,1,2,1,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,37,2,5,3,1,4,3,17,2,1,10,4,,,,5,,,,,,,,,,4,3,5,5,4,3,5,3,4,4
5893,1,2,0,3,1,6,3,,1,,1,1,,1,,,,,,1,,,1,,1,,1,1,1,,1,,,,,,,1,1,,,,,,,1,,,,,,1,,,1,,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,1,1,,,,,,1,,,1,,,,1,,,,1,,,1,,1,1,,1,12,2,13,12,9,7,1,4,2,6,8,10,,,,,,,,,,12,,,,5,3,3,3,4,4,5,4,2,3
5894,1,2,0,2,1,7,3,,1,1,1,1,,,,1,,,1,,,1,1,1,,,1,1,,,,,1,,,1,1,1,1,,,1,,,,,1,,,,,,,,,1,1,,,,,,1,,,,,,,1,1,,1,1,1,,,,1,,1,1,,,1,,,,,1,,,,,,1,1,,1,1,,1,1,1,,1,,1,37,2,12,10,10,4,5,16,2,3,9,9,,,,,,,,,1,,,,,6,2,6,2,6,5,6,3,5,2
5895,1,2,1,4,1,5,2,,1,,1,1,,,,,,1,,,1,,,1,1,1,1,,,1,1,,,,,,,1,,,,1,1,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,1,1,1,,1,1,1,1,1,,,1,,1,,1,,,1,,,1,1,1,,1,,1,,,1,1,,1,,1,,,2,21,1,3,2,8,4,5,17,2,2,9,2,,3,,,,,,,,,,,,2,2,2,5,6,6,5,5,4,2
5896,1,2,1,2,1,3,1,,,,1,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,1,27,2,9,7,1,1,5,16,2,1,16,7,,,,,,,11,,,,,,,6,2,4,2,5,2,5,2,6,2
5897,1,2,1,3,1,3,1,,,,1,,,,,1,1,1,1,,,,1,,1,,1,1,1,1,1,1,1,1,,1,,,,,,1,,,,1,1,1,,,1,,,,,,,,,,,,,1,,,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,,,,,,,,1,,,,,,1,,,,1,,,,,,,,2,16,2,3,2,8,7,2,11,2,4,24,2,,2,,,,,,,,,,,,6,2,5,2,6,4,6,3,5,2
5899,1,2,1,1,1,5,2,,,,,,1,,,,,,1,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,,,,1,,1,,,,,,,,2,32,2,6,4,7,1,5,17,2,1,9,5,,,,,7,,,,,,,,,5,4,6,2,5,6,6,2,5,5
5900,1,2,0,1,1,6,2,,,,1,1,,,,1,,1,1,,,,,1,,,,1,,,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,1,,,,1,,,1,1,,,,,1,,,,,1,,,,,,1,,1,,1,,,1,1,,1,,1,36,3,9,3,11,1,6,18,2,1,17,4,,,,6,,,,,,,,,,5,2,6,5,6,6,6,2,6,2
5904,1,2,1,4,1,4,1,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,1,,,,,,,,2,63,4,1,15,1,4,5,6,2,1,11,12,,,,,,,,,,,,3,,6,1,7,1,7,2,7,1,7,5
5905,1,2,1,3,1,6,3,,,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,1,28,2,3,2,8,5,5,20,2,1,4,2,,3,,,,,,,,,,,,4,6,7,4,7,4,4,1,4,1
5906,1,2,1,1,1,5,1,,1,1,1,1,,1,,,1,1,1,,,,1,1,1,,1,1,1,1,1,,1,,,1,,1,1,1,1,1,1,,,1,1,1,1,,,,1,,1,1,,,1,,1,,,,,1,,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,1,1,,,1,1,,,,1,,1,,2,28,3,5,3,1,4,4,15,2,3,10,4,,,,4,,,,,,,,,,4,3,7,5,6,2,6,7,6,2
5907,1,2,1,4,1,5,3,,,,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,1,,2,27,3,13,12,9,7,3,18,2,9,21,10,,,,,,,,,,4,,,,4,2,5,2,7,5,7,2,5,4
5909,1,2,1,5,1,6,2,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,,1,1,,1,,,1,,,,,1,1,,1,1,1,1,,1,,,,,,,,1,,,,,1,,,,,,,1,,1,,1,,,,,,,,1,1,,,,,,,,,,,,1,1,,1,,1,1,,1,,1,1,,1,1,,,2,35,3,5,3,1,4,3,15,2,2,17,4,,,,6,,,,,,,,,,2,5,6,4,4,2,7,1,5,2
5911,1,2,1,4,1,3,2,,1,1,1,1,,1,,1,,,1,1,,,,,,,1,1,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,2,46,3,12,10,10,3,5,16,2,1,10,9,,,,,,,,,6,,,,,6,4,7,3,7,7,7,3,7,6
5912,1,2,1,4,1,2,1,,,1,1,,,1,,,1,1,,,,,,,1,,1,1,1,,,,1,,,,,,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,16,2,13,12,9,7,4,3,2,4,24,10,,,,,,,,,,1,,,,5,5,6,7,2,4,7,5,6,5
5913,1,2,1,3,1,2,1,,1,1,1,1,,1,,,,1,1,1,1,,1,,,,1,1,,1,1,,1,,,1,,1,,,1,1,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,1,,1,1,1,,1,1,1,,1,,,,1,,,,1,,1,1,,,,1,,,1,1,,,,2,29,1,5,3,1,4,2,12,2,1,2,4,,,,7,,,,,,,,,,5,2,5,1,7,2,2,1,6,1
5914,1,2,1,5,2,2,1,,,,,1,,,,,,,,1,,,1,,,,1,1,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,59,3,5,3,1,4,2,13,2,8,1,4,,,,5,,,,,,,,,,5,2,5,2,6,4,5,2,5,2
5915,1,2,1,6,1,3,2,,1,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,1,1,1,,,,1,,,,1,1,1,1,,,,1,,,,,,,1,1,1,,,,,1,,1,,,1,,,1,,,1,1,1,,,,,,1,1,,,1,,,1,1,,,,2,55,3,1,15,1,4,2,16,1,5,7,12,,,,,,,,,,,,6,,1,2,7,1,3,5,5,1,6,2
5916,1,2,1,2,1,3,2,,,,1,1,,,,,1,,,1,1,,1,,,,,1,,1,,1,1,,,,,,,,,,,,,1,,1,1,,,,1,1,1,,,,1,,,,,,,1,,,,1,,1,,1,1,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,1,1,,1,,1,40,3,12,10,10,3,6,24,2,1,2,9,,,,,,,,,2,,,,,6,1,7,2,4,7,6,1,7,4
5919,1,2,1,3,1,5,3,,1,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,1,1,1,1,,,,,,1,,1,1,,,1,1,,1,,1,,,,,,1,,,,,,,1,,1,,,1,44,3,10,8,4,7,5,20,2,1,9,6,,,,,,5,,,,,,,,5,4,4,4,4,4,5,3,4,4
5920,1,2,1,1,1,3,2,,,1,1,1,,,,1,,1,1,,,,,1,1,,1,1,,1,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,,1,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,1,,,,,,1,,1,1,1,,,1,1,,,,1,,1,,1,,1,,2,45,3,5,3,1,4,4,13,2,1,13,4,,,,5,,,,,,,,,,5,1,6,3,6,5,6,1,5,4
5921,1,2,1,4,1,3,1,,,,1,,,,1,,,,,1,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,1,,1,,,,,1,,,,,1,23,2,9,7,11,7,5,15,2,2,8,7,,,,,,,4,,,,,,,7,4,4,7,5,2,4,2,5,4
5922,1,2,1,1,1,5,2,,1,1,1,1,,,,,1,,1,1,,,1,,,,1,1,,1,1,,,,,,,1,,,,1,,,,,1,,1,,,,1,,,1,,1,1,,,,,1,,,1,,,1,1,,,1,1,,,1,,,,1,,,1,1,,1,1,,,1,,1,,1,,1,,,1,1,1,1,1,1,,1,48,3,12,10,10,3,5,20,2,2,2,9,,,,,,,,,8,,,,,5,6,6,6,6,5,7,3,6,7
5924,1,2,1,1,1,2,1,,,1,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,2,58,4,5,3,1,4,3,15,2,4,13,4,,,,1,,,,,,,,,,4,2,6,2,5,5,6,2,7,4
5925,1,2,1,5,1,4,1,,,1,1,1,,,,,,1,1,1,1,,1,,,,1,,,1,1,,,,,,,,,,,1,1,1,,1,,1,,,,,1,,1,1,,1,1,,1,,,,,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,1,,1,,1,,,,,1,1,,,,2,17,2,4,14,1,4,2,13,2,4,24,3,,,5,,,,,,,,,,,3,2,6,5,4,5,5,3,4,4
5927,1,2,1,3,1,2,2,,1,1,1,,,,,1,1,,1,1,1,,1,1,,,,,1,,1,,,,,1,1,1,,1,,1,1,1,,,1,1,,,,,1,1,,,,1,,,,,,1,,,1,1,,1,,1,1,,,,,,1,,1,,,,1,,,1,1,,1,1,,,1,,1,1,,1,,,1,1,,,,2,32,3,16,16,1,1,3,16,2,2,3,4,,,,5,,,,,,,,,,6,1,6,1,6,6,6,1,6,1
5928,1,2,0,1,1,6,2,,,1,1,1,,1,,,1,1,,1,1,,1,,1,,1,,1,1,1,,1,,,1,,,1,1,,1,,,,1,1,1,1,,,,1,,,1,,,1,1,,,,1,,,,,,,1,,1,,1,,,,,,1,1,,,1,,1,,,1,1,1,,1,1,1,1,,,1,,,1,1,,1,,2,29,3,13,12,9,4,3,17,2,1,19,10,,,,,,,,,,3,,,,4,1,7,6,7,7,7,1,7,2
5929,1,2,1,3,1,6,2,,,1,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,,1,,,1,,1,,1,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,1,,1,,1,1,1,1,1,,,,,,,,1,1,1,,,1,,,,1,,,,1,,1,,2,16,2,4,14,1,4,2,11,2,2,16,3,,,12,,,,,,,,,,,5,5,6,3,4,3,5,1,3,3
5931,1,2,0,1,1,7,2,,,1,,1,,1,,,,1,1,,,,,,,,1,,,1,,,1,,,,,1,,,,,1,1,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,1,1,,,2,40,6,4,14,1,4,6,18,2,1,8,3,,,9,,,,,,,,,,,4,1,6,1,7,4,5,2,6,2
5934,1,2,1,1,1,4,2,,1,,1,1,,1,,,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,,,1,,1,,,,1,1,,,1,1,1,,,,1,,,,1,,1,1,,1,,1,,,,,,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,,,,1,,1,,,,1,1,1,1,,1,1,,1,1,,,,2,24,2,5,3,1,4,5,19,2,3,8,4,,,,7,,,,,,,,,,6,1,5,4,7,4,7,5,4,2
5936,1,2,1,3,1,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,2,29,2,6,4,7,1,5,13,2,1,1,5,,,,,5,,,,,,,,,2,2,6,5,4,6,4,3,3,6
5938,1,2,1,5,1,8,5,,1,1,,1,,,,,1,,1,,1,,1,,1,,,1,,1,,,1,1,,1,1,1,,1,,1,,,,1,,1,,,,,1,,,,1,,1,,1,,,1,,,1,,,,1,,,1,,1,1,,,1,,,1,,1,,,,,,,1,,,,1,1,1,,1,,1,,,,1,,1,30,3,12,10,10,3,5,16,2,2,22,9,,,,,,,,,2,,,,,5,6,6,2,6,6,6,2,6,2
5939,1,2,1,4,2,3,2,,1,,,,,,,,,,,,1,,,,,,1,1,,1,,1,1,,,,,1,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,1,,1,1,,1,1,,1,,,,,1,,,,,,1,,,,1,,,,,,1,,2,59,1,3,2,8,5,2,15,2,8,8,2,,1,,,,,,,,,,,,6,2,6,1,7,4,6,1,6,2
5940,1,2,1,3,1,2,1,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,22,3,5,3,1,4,2,16,2,5,8,4,,,,2,,,,,,,,,,1,3,7,1,3,7,6,1,7,6
